2025-06-23 14:24:09 | INFO | root | test_add_to_cart.py:23 | Starting test for user: standard_user
2025-06-23 14:24:29 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: problem_uerser
2025-06-23 14:24:29 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: per12formance_glitch_user ===
2025-06-23 14:24:29 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: per12formance_glitch_user
2025-06-23 14:24:29 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: er3eror_user ===
2025-06-23 14:24:30 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: er3eror_user
2025-06-23 14:24:30 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: visual_u45ser ===
2025-06-23 14:24:30 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: visual_u45ser
2025-06-23 14:33:02 | INFO | root | test_add_to_cart.py:23 | Starting test for user: standard_user
2025-06-23 14:33:04 | INFO | root | test_add_to_cart.py:31 | Login successful.
2025-06-23 14:33:04 | INFO | root | test_add_to_cart.py:33 | Adding all items to the cart.
2025-06-23 14:33:04 | INFO | root | test_add_to_cart.py:35 | Items added: ['Sauce Labs Backpack', 'Sauce Labs Bike Light', 'Sauce Labs Bolt T-Shirt', 'Sauce Labs Fleece Jacket', 'Sauce Labs Onesie', 'Test.allTheThings() T-Shirt (Red)']
2025-06-23 14:33:04 | INFO | root | test_add_to_cart.py:38 | Navigating to cart page.
2025-06-23 14:33:04 | INFO | root | test_add_to_cart.py:40 | Cart page loaded successfully.
2025-06-23 14:33:04 | INFO | root | test_add_to_cart.py:42 | Removing 2 items from the cart.
2025-06-23 14:33:14 | INFO | root | test_add_to_cart.py:44 | Items removed: []
2025-06-23 14:33:19 | INFO | root | test_checkout_items.py:35 | Starting test for user: standard_user
2025-06-23 14:33:21 | INFO | root | test_checkout_items.py:43 | Login successful.
2025-06-23 14:33:21 | INFO | root | test_checkout_items.py:45 | Adding all items to the cart.
2025-06-23 14:33:21 | INFO | root | test_checkout_items.py:47 | Items added: ['Sauce Labs Backpack', 'Sauce Labs Bike Light', 'Sauce Labs Bolt T-Shirt', 'Sauce Labs Fleece Jacket', 'Sauce Labs Onesie', 'Test.allTheThings() T-Shirt (Red)']
2025-06-23 14:33:21 | INFO | root | test_checkout_items.py:50 | Navigating to cart page.
2025-06-23 14:33:21 | INFO | root | test_checkout_items.py:52 | Cart page loaded successfully.
2025-06-23 14:33:21 | INFO | root | test_checkout_items.py:54 | Removing 2 items from the cart.
2025-06-23 14:33:31 | INFO | root | test_checkout_items.py:56 | Items removed: []
2025-06-23 14:33:38 | INFO | root | test_login_page.py:24 | === Testing valid login for user: standard_user ===
2025-06-23 14:33:38 | INFO | root | test_login_page.py:33 | Login successful for user: standard_user
2025-06-23 14:33:38 | INFO | root | test_login_page.py:24 | === Testing valid login for user: problem_user ===
2025-06-23 14:33:38 | INFO | root | test_login_page.py:33 | Login successful for user: problem_user
2025-06-23 14:33:39 | INFO | root | test_login_page.py:24 | === Testing valid login for user: performance_glitch_user ===
2025-06-23 14:33:39 | INFO | root | test_login_page.py:33 | Login successful for user: performance_glitch_user
2025-06-23 14:33:39 | INFO | root | test_login_page.py:24 | === Testing valid login for user: error_user ===
2025-06-23 14:33:39 | INFO | root | test_login_page.py:33 | Login successful for user: error_user
2025-06-23 14:33:39 | INFO | root | test_login_page.py:24 | === Testing valid login for user: visual_user ===
2025-06-23 14:33:39 | INFO | root | test_login_page.py:33 | Login successful for user: visual_user
2025-06-23 14:33:45 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: standa123rd_user ===
2025-06-23 14:33:45 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: standa123rd_user
2025-06-23 14:33:45 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: loc34ked_out_user ===
2025-06-23 14:33:46 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: loc34ked_out_user
2025-06-23 14:33:46 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: problem_uerser ===
2025-06-23 14:33:46 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: problem_uerser
2025-06-23 14:33:46 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: per12formance_glitch_user ===
2025-06-23 14:33:46 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: per12formance_glitch_user
2025-06-23 14:33:47 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: er3eror_user ===
2025-06-23 14:33:47 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: er3eror_user
2025-06-23 14:33:47 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: visual_u45ser ===
2025-06-23 14:33:47 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: visual_u45ser
2025-06-23 14:34:22 | INFO | root | test_add_to_cart.py:23 | Starting test for user: standard_user
2025-06-23 14:34:24 | INFO | root | test_add_to_cart.py:31 | Login successful.
2025-06-23 14:34:24 | INFO | root | test_add_to_cart.py:33 | Adding all items to the cart.
2025-06-23 14:34:24 | INFO | root | test_add_to_cart.py:35 | Items added: ['Sauce Labs Backpack', 'Sauce Labs Bike Light', 'Sauce Labs Bolt T-Shirt', 'Sauce Labs Fleece Jacket', 'Sauce Labs Onesie', 'Test.allTheThings() T-Shirt (Red)']
2025-06-23 14:34:24 | INFO | root | test_add_to_cart.py:38 | Navigating to cart page.
2025-06-23 14:34:24 | INFO | root | test_add_to_cart.py:40 | Cart page loaded successfully.
2025-06-23 14:34:24 | INFO | root | test_add_to_cart.py:42 | Removing 2 items from the cart.
2025-06-23 14:34:35 | INFO | root | test_add_to_cart.py:44 | Items removed: []
2025-06-23 14:34:39 | INFO | root | test_checkout_items.py:35 | Starting test for user: standard_user
2025-06-23 14:34:41 | INFO | root | test_checkout_items.py:43 | Login successful.
2025-06-23 14:34:41 | INFO | root | test_checkout_items.py:45 | Adding all items to the cart.
2025-06-23 14:34:41 | INFO | root | test_checkout_items.py:47 | Items added: ['Sauce Labs Backpack', 'Sauce Labs Bike Light', 'Sauce Labs Bolt T-Shirt', 'Sauce Labs Fleece Jacket', 'Sauce Labs Onesie', 'Test.allTheThings() T-Shirt (Red)']
2025-06-23 14:34:41 | INFO | root | test_checkout_items.py:50 | Navigating to cart page.
2025-06-23 14:34:41 | INFO | root | test_checkout_items.py:52 | Cart page loaded successfully.
2025-06-23 14:34:41 | INFO | root | test_checkout_items.py:54 | Removing 2 items from the cart.
2025-06-23 14:35:12 | INFO | root | test_add_to_cart.py:23 | Starting test for user: standard_user
2025-06-23 14:35:13 | INFO | root | test_add_to_cart.py:31 | Login successful.
2025-06-23 14:35:13 | INFO | root | test_add_to_cart.py:33 | Adding all items to the cart.
2025-06-23 14:35:14 | INFO | root | test_add_to_cart.py:35 | Items added: ['Sauce Labs Backpack', 'Sauce Labs Bike Light', 'Sauce Labs Bolt T-Shirt', 'Sauce Labs Fleece Jacket', 'Sauce Labs Onesie', 'Test.allTheThings() T-Shirt (Red)']
2025-06-23 14:35:14 | INFO | root | test_add_to_cart.py:38 | Navigating to cart page.
2025-06-23 14:35:14 | INFO | root | test_add_to_cart.py:40 | Cart page loaded successfully.
2025-06-23 14:35:14 | INFO | root | test_add_to_cart.py:42 | Removing 2 items from the cart.
2025-06-23 14:35:24 | INFO | root | test_add_to_cart.py:44 | Items removed: []
2025-06-23 14:35:28 | INFO | root | test_checkout_items.py:35 | Starting test for user: standard_user
2025-06-23 14:35:30 | INFO | root | test_checkout_items.py:43 | Login successful.
2025-06-23 14:35:30 | INFO | root | test_checkout_items.py:45 | Adding all items to the cart.
2025-06-23 14:35:30 | INFO | root | test_checkout_items.py:47 | Items added: ['Sauce Labs Backpack', 'Sauce Labs Bike Light', 'Sauce Labs Bolt T-Shirt', 'Sauce Labs Fleece Jacket', 'Sauce Labs Onesie', 'Test.allTheThings() T-Shirt (Red)']
2025-06-23 14:35:30 | INFO | root | test_checkout_items.py:50 | Navigating to cart page.
2025-06-23 14:35:30 | INFO | root | test_checkout_items.py:52 | Cart page loaded successfully.
2025-06-23 14:35:30 | INFO | root | test_checkout_items.py:54 | Removing 2 items from the cart.
2025-06-23 14:35:41 | INFO | root | test_checkout_items.py:56 | Items removed: []
2025-06-23 14:35:46 | INFO | root | test_login_page.py:24 | === Testing valid login for user: standard_user ===
2025-06-23 14:35:46 | INFO | root | test_login_page.py:33 | Login successful for user: standard_user
2025-06-23 14:35:46 | INFO | root | test_login_page.py:24 | === Testing valid login for user: problem_user ===
2025-06-23 14:35:47 | INFO | root | test_login_page.py:33 | Login successful for user: problem_user
2025-06-23 14:35:47 | INFO | root | test_login_page.py:24 | === Testing valid login for user: performance_glitch_user ===
2025-06-23 14:35:52 | INFO | root | test_login_page.py:33 | Login successful for user: performance_glitch_user
2025-06-23 14:35:52 | INFO | root | test_login_page.py:24 | === Testing valid login for user: error_user ===
2025-06-23 14:35:52 | INFO | root | test_login_page.py:33 | Login successful for user: error_user
2025-06-23 14:35:52 | INFO | root | test_login_page.py:24 | === Testing valid login for user: visual_user ===
2025-06-23 14:35:53 | INFO | root | test_login_page.py:33 | Login successful for user: visual_user
2025-06-23 14:35:58 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: standa123rd_user ===
2025-06-23 14:35:58 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: standa123rd_user
2025-06-23 14:35:58 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: loc34ked_out_user ===
2025-06-23 14:35:59 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: loc34ked_out_user
2025-06-23 14:35:59 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: problem_uerser ===
2025-06-23 14:35:59 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: problem_uerser
2025-06-23 14:35:59 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: per12formance_glitch_user ===
2025-06-23 14:35:59 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: per12formance_glitch_user
2025-06-23 14:35:59 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: er3eror_user ===
2025-06-23 14:36:00 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: er3eror_user
2025-06-23 14:36:00 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: visual_u45ser ===
2025-06-23 14:36:00 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: visual_u45ser
2025-06-23 14:37:18 | INFO | root | test_add_to_cart.py:23 | Starting test for user: standard_user
2025-06-23 14:37:20 | INFO | root | test_add_to_cart.py:31 | Login successful.
2025-06-23 14:37:20 | INFO | root | test_add_to_cart.py:33 | Adding all items to the cart.
2025-06-23 14:37:20 | INFO | root | test_add_to_cart.py:35 | Items added: ['Sauce Labs Backpack', 'Sauce Labs Bike Light', 'Sauce Labs Bolt T-Shirt', 'Sauce Labs Fleece Jacket', 'Sauce Labs Onesie', 'Test.allTheThings() T-Shirt (Red)']
2025-06-23 14:37:20 | INFO | root | test_add_to_cart.py:38 | Navigating to cart page.
2025-06-23 14:37:20 | INFO | root | test_add_to_cart.py:40 | Cart page loaded successfully.
2025-06-23 14:37:20 | INFO | root | test_add_to_cart.py:42 | Removing 2 items from the cart.
2025-06-23 14:37:30 | INFO | root | test_add_to_cart.py:44 | Items removed: []
2025-06-23 14:37:34 | INFO | root | test_checkout_items.py:35 | Starting test for user: standard_user
2025-06-23 14:37:36 | INFO | root | test_checkout_items.py:43 | Login successful.
2025-06-23 14:37:36 | INFO | root | test_checkout_items.py:45 | Adding all items to the cart.
2025-06-23 14:37:37 | INFO | root | test_checkout_items.py:47 | Items added: ['Sauce Labs Backpack', 'Sauce Labs Bike Light', 'Sauce Labs Bolt T-Shirt', 'Sauce Labs Fleece Jacket', 'Sauce Labs Onesie', 'Test.allTheThings() T-Shirt (Red)']
2025-06-23 14:37:37 | INFO | root | test_checkout_items.py:50 | Navigating to cart page.
2025-06-23 14:37:37 | INFO | root | test_checkout_items.py:52 | Cart page loaded successfully.
2025-06-23 14:37:37 | INFO | root | test_checkout_items.py:54 | Removing 2 items from the cart.
2025-06-23 14:37:47 | INFO | root | test_checkout_items.py:56 | Items removed: []
2025-06-23 14:37:53 | INFO | root | test_login_page.py:24 | === Testing valid login for user: standard_user ===
2025-06-23 14:37:53 | INFO | root | test_login_page.py:33 | Login successful for user: standard_user
2025-06-23 14:37:53 | INFO | root | test_login_page.py:24 | === Testing valid login for user: problem_user ===
2025-06-23 14:37:53 | INFO | root | test_login_page.py:33 | Login successful for user: problem_user
2025-06-23 14:37:53 | INFO | root | test_login_page.py:24 | === Testing valid login for user: performance_glitch_user ===
2025-06-23 14:37:54 | INFO | root | test_login_page.py:33 | Login successful for user: performance_glitch_user
2025-06-23 14:37:54 | INFO | root | test_login_page.py:24 | === Testing valid login for user: error_user ===
2025-06-23 14:37:54 | INFO | root | test_login_page.py:33 | Login successful for user: error_user
2025-06-23 14:37:54 | INFO | root | test_login_page.py:24 | === Testing valid login for user: visual_user ===
2025-06-23 14:37:54 | INFO | root | test_login_page.py:33 | Login successful for user: visual_user
2025-06-23 14:38:00 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: standa123rd_user ===
2025-06-23 14:38:00 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: standa123rd_user
2025-06-23 14:38:00 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: loc34ked_out_user ===
2025-06-23 14:38:00 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: loc34ked_out_user
2025-06-23 14:38:00 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: problem_uerser ===
2025-06-23 14:38:01 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: problem_uerser
2025-06-23 14:38:01 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: per12formance_glitch_user ===
2025-06-23 14:38:01 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: per12formance_glitch_user
2025-06-23 14:38:01 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: er3eror_user ===
2025-06-23 14:38:01 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: er3eror_user
2025-06-23 14:38:01 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: visual_u45ser ===
2025-06-23 14:38:02 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: visual_u45ser
2025-06-23 14:38:07 | INFO | root | test_add_to_cart.py:23 | Starting test for user: standard_user
2025-06-23 14:38:08 | INFO | root | test_add_to_cart.py:31 | Login successful.
2025-06-23 14:38:08 | INFO | root | test_add_to_cart.py:33 | Adding all items to the cart.
2025-06-23 14:38:09 | INFO | root | test_add_to_cart.py:35 | Items added: ['Sauce Labs Backpack', 'Sauce Labs Bike Light', 'Sauce Labs Bolt T-Shirt', 'Sauce Labs Fleece Jacket', 'Sauce Labs Onesie', 'Test.allTheThings() T-Shirt (Red)']
2025-06-23 14:38:09 | INFO | root | test_add_to_cart.py:38 | Navigating to cart page.
2025-06-23 14:38:09 | INFO | root | test_add_to_cart.py:40 | Cart page loaded successfully.
2025-06-23 14:38:09 | INFO | root | test_add_to_cart.py:42 | Removing 2 items from the cart.
2025-06-23 14:38:19 | INFO | root | test_add_to_cart.py:44 | Items removed: []
2025-06-23 14:38:23 | INFO | root | test_checkout_items.py:35 | Starting test for user: standard_user
2025-06-23 14:38:25 | INFO | root | test_checkout_items.py:43 | Login successful.
2025-06-23 14:38:25 | INFO | root | test_checkout_items.py:45 | Adding all items to the cart.
2025-06-23 14:38:25 | INFO | root | test_checkout_items.py:47 | Items added: ['Sauce Labs Backpack', 'Sauce Labs Bike Light', 'Sauce Labs Bolt T-Shirt', 'Sauce Labs Fleece Jacket', 'Sauce Labs Onesie', 'Test.allTheThings() T-Shirt (Red)']
2025-06-23 14:38:25 | INFO | root | test_checkout_items.py:50 | Navigating to cart page.
2025-06-23 14:38:25 | INFO | root | test_checkout_items.py:52 | Cart page loaded successfully.
2025-06-23 14:38:25 | INFO | root | test_checkout_items.py:54 | Removing 2 items from the cart.
2025-06-23 14:38:36 | INFO | root | test_checkout_items.py:56 | Items removed: []
2025-06-23 14:38:41 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: standa123rd_user ===
2025-06-23 14:38:41 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: standa123rd_user
2025-06-23 14:38:41 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: loc34ked_out_user ===
2025-06-23 14:38:42 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: loc34ked_out_user
2025-06-23 14:38:42 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: problem_uerser ===
2025-06-23 14:38:42 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: problem_uerser
2025-06-23 14:38:42 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: per12formance_glitch_user ===
2025-06-23 14:38:42 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: per12formance_glitch_user
2025-06-23 14:38:42 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: er3eror_user ===
2025-06-23 14:38:43 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: er3eror_user
2025-06-23 14:38:43 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: visual_u45ser ===
2025-06-23 14:38:43 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: visual_u45ser
2025-06-23 14:39:39 | INFO | root | test_add_to_cart.py:23 | Starting test for user: standard_user
2025-06-23 14:39:41 | INFO | root | test_add_to_cart.py:31 | Login successful.
2025-06-23 14:39:41 | INFO | root | test_add_to_cart.py:33 | Adding all items to the cart.
2025-06-23 14:39:42 | INFO | root | test_add_to_cart.py:35 | Items added: ['Sauce Labs Backpack', 'Sauce Labs Bike Light', 'Sauce Labs Bolt T-Shirt', 'Sauce Labs Fleece Jacket', 'Sauce Labs Onesie', 'Test.allTheThings() T-Shirt (Red)']
2025-06-23 14:39:42 | INFO | root | test_add_to_cart.py:38 | Navigating to cart page.
2025-06-23 14:39:42 | INFO | root | test_add_to_cart.py:40 | Cart page loaded successfully.
2025-06-23 14:39:42 | INFO | root | test_add_to_cart.py:42 | Removing 2 items from the cart.
2025-06-23 14:39:44 | INFO | root | test_add_to_cart.py:44 | Items removed: ['Sauce Labs Backpack', 'Sauce Labs Backpack']
2025-06-23 14:39:44 | INFO | root | test_add_to_cart.py:48 | Remaining items in cart: ['Sauce Labs Backpack', 'Sauce Labs Bike Light', 'Sauce Labs Bolt T-Shirt', 'Sauce Labs Fleece Jacket', 'Sauce Labs Onesie', 'Test.allTheThings() T-Shirt (Red)']
2025-06-23 14:39:48 | INFO | root | test_checkout_items.py:35 | Starting test for user: standard_user
2025-06-23 14:39:52 | INFO | root | test_checkout_items.py:43 | Login successful.
2025-06-23 14:39:52 | INFO | root | test_checkout_items.py:45 | Adding all items to the cart.
2025-06-23 14:39:52 | INFO | root | test_checkout_items.py:47 | Items added: ['Sauce Labs Backpack', 'Sauce Labs Bike Light', 'Sauce Labs Bolt T-Shirt', 'Sauce Labs Fleece Jacket', 'Sauce Labs Onesie', 'Test.allTheThings() T-Shirt (Red)']
2025-06-23 14:39:52 | INFO | root | test_checkout_items.py:50 | Navigating to cart page.
2025-06-23 14:39:52 | INFO | root | test_checkout_items.py:52 | Cart page loaded successfully.
2025-06-23 14:39:52 | INFO | root | test_checkout_items.py:54 | Removing 2 items from the cart.
2025-06-23 14:39:55 | INFO | root | test_checkout_items.py:56 | Items removed: ['Sauce Labs Backpack', 'Sauce Labs Backpack']
2025-06-23 14:39:55 | INFO | root | test_checkout_items.py:60 | Remaining items in cart: ['Sauce Labs Backpack', 'Sauce Labs Bike Light', 'Sauce Labs Bolt T-Shirt', 'Sauce Labs Fleece Jacket', 'Sauce Labs Onesie', 'Test.allTheThings() T-Shirt (Red)']
2025-06-23 14:40:01 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: standa123rd_user ===
2025-06-23 14:40:01 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: standa123rd_user
2025-06-23 14:40:01 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: loc34ked_out_user ===
2025-06-23 14:40:02 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: loc34ked_out_user
2025-06-23 14:40:02 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: problem_uerser ===
2025-06-23 14:40:02 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: problem_uerser
2025-06-23 14:40:02 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: per12formance_glitch_user ===
2025-06-23 14:40:02 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: per12formance_glitch_user
2025-06-23 14:40:02 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: er3eror_user ===
2025-06-23 14:40:03 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: er3eror_user
2025-06-23 14:40:03 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: visual_u45ser ===
2025-06-23 14:40:03 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: visual_u45ser
2025-06-23 14:41:15 | INFO | root | test_add_to_cart.py:23 | Starting test for user: standard_user
2025-06-23 14:41:17 | INFO | root | test_add_to_cart.py:31 | Login successful.
2025-06-23 14:41:17 | INFO | root | test_add_to_cart.py:33 | Adding all items to the cart.
2025-06-23 14:41:17 | INFO | root | test_add_to_cart.py:35 | Items added: ['Sauce Labs Backpack', 'Sauce Labs Bike Light', 'Sauce Labs Bolt T-Shirt', 'Sauce Labs Fleece Jacket', 'Sauce Labs Onesie', 'Test.allTheThings() T-Shirt (Red)']
2025-06-23 14:41:17 | INFO | root | test_add_to_cart.py:38 | Navigating to cart page.
2025-06-23 14:41:17 | INFO | root | test_add_to_cart.py:40 | Cart page loaded successfully.
2025-06-23 14:41:17 | INFO | root | test_add_to_cart.py:42 | Removing 2 items from the cart.
2025-06-23 14:41:27 | INFO | root | test_add_to_cart.py:44 | Items removed: []
2025-06-23 14:41:32 | INFO | root | test_checkout_items.py:35 | Starting test for user: standard_user
2025-06-23 14:41:33 | INFO | root | test_checkout_items.py:43 | Login successful.
2025-06-23 14:41:33 | INFO | root | test_checkout_items.py:45 | Adding all items to the cart.
2025-06-23 14:41:34 | INFO | root | test_checkout_items.py:47 | Items added: ['Sauce Labs Backpack', 'Sauce Labs Bike Light', 'Sauce Labs Bolt T-Shirt', 'Sauce Labs Fleece Jacket', 'Sauce Labs Onesie', 'Test.allTheThings() T-Shirt (Red)']
2025-06-23 14:41:34 | INFO | root | test_checkout_items.py:50 | Navigating to cart page.
2025-06-23 14:41:34 | INFO | root | test_checkout_items.py:52 | Cart page loaded successfully.
2025-06-23 14:41:34 | INFO | root | test_checkout_items.py:54 | Removing 2 items from the cart.
2025-06-23 14:41:35 | INFO | root | test_checkout_items.py:56 | Items removed: ['Sauce Labs Backpack', 'Sauce Labs Backpack']
2025-06-23 14:41:35 | INFO | root | test_checkout_items.py:60 | Remaining items in cart: ['Sauce Labs Backpack', 'Sauce Labs Bike Light', 'Sauce Labs Bolt T-Shirt', 'Sauce Labs Fleece Jacket', 'Sauce Labs Onesie', 'Test.allTheThings() T-Shirt (Red)']
2025-06-23 14:41:42 | INFO | root | test_login_page.py:24 | === Testing valid login for user: standard_user ===
2025-06-23 14:41:43 | INFO | root | test_login_page.py:33 | Login successful for user: standard_user
2025-06-23 14:41:43 | INFO | root | test_login_page.py:24 | === Testing valid login for user: problem_user ===
2025-06-23 14:41:43 | INFO | root | test_login_page.py:33 | Login successful for user: problem_user
2025-06-23 14:41:43 | INFO | root | test_login_page.py:24 | === Testing valid login for user: performance_glitch_user ===
2025-06-23 14:41:43 | INFO | root | test_login_page.py:33 | Login successful for user: performance_glitch_user
2025-06-23 14:41:43 | INFO | root | test_login_page.py:24 | === Testing valid login for user: error_user ===
2025-06-23 14:41:44 | INFO | root | test_login_page.py:33 | Login successful for user: error_user
2025-06-23 14:41:44 | INFO | root | test_login_page.py:24 | === Testing valid login for user: visual_user ===
2025-06-23 14:41:44 | INFO | root | test_login_page.py:33 | Login successful for user: visual_user
2025-06-23 14:41:49 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: standa123rd_user ===
2025-06-23 14:41:50 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: standa123rd_user
2025-06-23 14:41:50 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: loc34ked_out_user ===
2025-06-23 14:41:50 | INFO | root | test_login_page.py:52 | Proper error shown for invalid user: loc34ked_out_user
2025-06-23 14:41:50 | INFO | root | test_login_page.py:43 | === Testing invalid login for user: problem_uerser ===
